,raw_tweet,cleaned_tweet,tweet_words,tweet_words_scores,sentiment_score,bsentiment
247,also katie plays for arsenal babe. can’t have you out here looking crazy girlie ❤️ https://t.co/7E10CfJYQv,also tatie plays for arsenal babe can’t have you out here looking crazy girlie ,"['also', 'tatie', 'plays', 'for', 'arsenal', 'babe', 'can’t', 'have', 'you', 'out', 'here', 'looking', 'crazy', 'girlie']","[{'word': 'also', 'positive': '0', 'negative': '0'}, {'word': 'tatie', 'positive': '0', 'negative': '0'}, {'word': 'plays', 'positive': '0', 'negative': '0'}, {'word': 'for', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'babe', 'positive': '0', 'negative': '0'}, {'word': 'can’t', 'positive': '0', 'negative': '0'}, {'word': 'have', 'positive': '0.0', 'negative': '0.25'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'out', 'positive': '0.0', 'negative': '0.19318181818181818'}, {'word': 'here', 'positive': '0.0', 'negative': '0.0'}, {'word': 'looking', 'positive': '0', 'negative': '0'}, {'word': 'crazy', 'positive': '0.125', 'negative': '0.375'}, {'word': 'girlie', 'positive': '0', 'negative': '0'}]",-0.04951298701298701,negative
248,@Arsenal This is nine months ago https://t.co/8XsBhW13a1,This is nine months ago,"['This', 'is', 'nine', 'months', 'ago']","[{'word': 'This', 'positive': '0', 'negative': '0'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'nine', 'positive': '0', 'negative': '0'}, {'word': 'months', 'positive': '0', 'negative': '0'}, {'word': 'ago', 'positive': '0.0', 'negative': '0.0'}]",0.0,neutral
249,@JordanCourt94 Don’t expect too much from Arsenal fans brother 😏,Don’t expect too much from Arsenal fans brother ,"['Don’t', 'expect', 'too', 'much', 'from', 'Arsenal', 'fans', 'brother']","[{'word': 'Don’t', 'positive': '0', 'negative': '0'}, {'word': 'expect', 'positive': '0.0625', 'negative': '0.0'}, {'word': 'too', 'positive': '0', 'negative': '0'}, {'word': 'much', 'positive': '0.09375', 'negative': '0.03125'}, {'word': 'from', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'fans', 'positive': '0', 'negative': '0'}, {'word': 'brother', 'positive': '0.0', 'negative': '0.0'}]",0.015625,positive
250,It was two or three years late tbh https://t.co/PKWQ3SAeb1,It was two or three years late th,"['It', 'was', 'two', 'or', 'three', 'years', 'late', 'th']","[{'word': 'It', 'positive': '0', 'negative': '0'}, {'word': 'was', 'positive': '0', 'negative': '0'}, {'word': 'two', 'positive': '0', 'negative': '0'}, {'word': 'or', 'positive': '0', 'negative': '0'}, {'word': 'three', 'positive': '0', 'negative': '0'}, {'word': 'years', 'positive': '0', 'negative': '0'}, {'word': 'late', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'th', 'positive': '0', 'negative': '0'}]",0.00390625,positive
251,Arsenal confident of completing Thomas Partey transfer as key duo approve swoop https://t.co/9suNfEJ5bW,Arsenal confident of completing Thomas Party transfer as key duo approve swoop,"['Arsenal', 'confident', 'of', 'completing', 'Thomas', 'Party', 'transfer', 'as', 'key', 'duo', 'approve', 'swoop']","[{'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'confident', 'positive': '0.375', 'negative': '0.0'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'completing', 'positive': '0', 'negative': '0'}, {'word': 'Thomas', 'positive': '0', 'negative': '0'}, {'word': 'Party', 'positive': '0', 'negative': '0'}, {'word': 'transfer', 'positive': '0.0', 'negative': '0.0'}, {'word': 'as', 'positive': '0', 'negative': '0'}, {'word': 'key', 'positive': '0.010416666666666666', 'negative': '0.0'}, {'word': 'duo', 'positive': '0', 'negative': '0'}, {'word': 'approve', 'positive': '0.25', 'negative': '0.0'}, {'word': 'swoop', 'positive': '0.0', 'negative': '0.0'}]",0.052951388888888895,positive
252,@AFCHaroId Arsenal in reverse,Arsenal in reverse,"['Arsenal', 'in', 'reverse']","[{'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'reverse', 'positive': '0.0', 'negative': '0.0625'}]",-0.020833333333333332,negative
253,the girl is a dash and arsenal fan so i will say that allie long is right,the girl is a dash and arsenal fan so i will say that allied long is right,"['the', 'girl', 'is', 'a', 'dash', 'and', 'arsenal', 'fan', 'so', 'i', 'will', 'say', 'that', 'allied', 'long', 'is', 'right']","[{'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'girl', 'positive': '0.0', 'negative': '0.0'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'dash', 'positive': '0.0', 'negative': '0.125'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'fan', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'so', 'positive': '0.0', 'negative': '0.0'}, {'word': 'i', 'positive': '0.0', 'negative': '0.0'}, {'word': 'will', 'positive': '0.0', 'negative': '0.0'}, {'word': 'say', 'positive': '0.020833333333333332', 'negative': '0.0'}, {'word': 'that', 'positive': '0', 'negative': '0'}, {'word': 'allied', 'positive': '0.0', 'negative': '0.0'}, {'word': 'long', 'positive': '0.041666666666666664', 'negative': '0.1111111111111111'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'right', 'positive': '0.078125', 'negative': '0.03125'}]",-0.0078062238820368795,negative
254,@HayZe032 @EbukaMeansGreat @Arsenal Cos I know it's only a Manchester united fan that'll say that. Manchester Derby… https://t.co/puQe2S6giO,Cos I know it s only a Manchester united fan that ll say that Manchester Derby…,"['Cos', 'I', 'know', 'it', 's', 'only', 'a', 'Manchester', 'united', 'fan', 'that', 'll', 'say', 'that', 'Manchester', 'Derby…']","[{'word': 'Cos', 'positive': '0', 'negative': '0'}, {'word': 'I', 'positive': '0', 'negative': '0'}, {'word': 'know', 'positive': '0.21875', 'negative': '0.03125'}, {'word': 'it', 'positive': '0', 'negative': '0'}, {'word': 's', 'positive': '0.0', 'negative': '0.0'}, {'word': 'only', 'positive': '0.03125', 'negative': '0.09375'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'Manchester', 'positive': '0', 'negative': '0'}, {'word': 'united', 'positive': '0.25', 'negative': '0.25'}, {'word': 'fan', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'that', 'positive': '0', 'negative': '0'}, {'word': 'll', 'positive': '0', 'negative': '0'}, {'word': 'say', 'positive': '0.020833333333333332', 'negative': '0.0'}, {'word': 'that', 'positive': '0', 'negative': '0'}, {'word': 'Manchester', 'positive': '0', 'negative': '0'}, {'word': 'Derby…', 'positive': '0', 'negative': '0'}]",0.008741477403113596,positive
255,@zachhasabeard He wouldn’t leave for arsenal though possibly Napoli but who knows hoping the takeover happens so th… https://t.co/atGiSKOD7S,He wouldn’t leave for arsenal though possibly Napoli but who knows hoping the takeover happens so th…,"['He', 'wouldn’t', 'leave', 'for', 'arsenal', 'though', 'possibly', 'Napoli', 'but', 'who', 'knows', 'hoping', 'the', 'takeover', 'happens', 'so', 'th…']","[{'word': 'He', 'positive': '0', 'negative': '0'}, {'word': 'wouldn’t', 'positive': '0', 'negative': '0'}, {'word': 'leave', 'positive': '0.0', 'negative': '0.0'}, {'word': 'for', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'though', 'positive': '0.0', 'negative': '0.0'}, {'word': 'possibly', 'positive': '0.0', 'negative': '0.0'}, {'word': 'Napoli', 'positive': '0', 'negative': '0'}, {'word': 'but', 'positive': '0', 'negative': '0'}, {'word': 'who', 'positive': '0', 'negative': '0'}, {'word': 'knows', 'positive': '0', 'negative': '0'}, {'word': 'hoping', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'takeover', 'positive': '0.0', 'negative': '0.0'}, {'word': 'happens', 'positive': '0', 'negative': '0'}, {'word': 'so', 'positive': '0.0', 'negative': '0.0'}, {'word': 'th…', 'positive': '0', 'negative': '0'}]",0.0,neutral
256,@Arsenal Congratulations man,Congratulations man,"['Congratulations', 'man']","[{'word': 'Congratulations', 'positive': '0', 'negative': '0'}, {'word': 'man', 'positive': '0.020833333333333332', 'negative': '0.0'}]",0.010416666666666666,positive
257,"Arsenal fans part is so damn accurate. And oh, the Ronaldo fanboys too 😂😂 https://t.co/GVQTQumtiI",Arsenal fans part is so damn accurate And oh the Ronald fanboys too ,"['Arsenal', 'fans', 'part', 'is', 'so', 'damn', 'accurate', 'And', 'oh', 'the', 'Ronald', 'fanboys', 'too']","[{'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'fans', 'positive': '0', 'negative': '0'}, {'word': 'part', 'positive': '0.0', 'negative': '0.0'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'so', 'positive': '0.0', 'negative': '0.0'}, {'word': 'damn', 'positive': '0', 'negative': '0'}, {'word': 'accurate', 'positive': '0.5', 'negative': '0.0'}, {'word': 'And', 'positive': '0', 'negative': '0'}, {'word': 'oh', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'Ronald', 'positive': '0', 'negative': '0'}, {'word': 'fanboys', 'positive': '0', 'negative': '0'}, {'word': 'too', 'positive': '0', 'negative': '0'}]",0.038461538461538464,positive
258,@Arsenal Happy to be a gooner.we are made of black and white,Happy to be a sooner we are made of black and white,"['Happy', 'to', 'be', 'a', 'sooner', 'we', 'are', 'made', 'of', 'black', 'and', 'white']","[{'word': 'Happy', 'positive': '0', 'negative': '0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'be', 'positive': '0.041666666666666664', 'negative': '0.020833333333333332'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'sooner', 'positive': '0', 'negative': '0'}, {'word': 'we', 'positive': '0', 'negative': '0'}, {'word': 'are', 'positive': '0', 'negative': '0'}, {'word': 'made', 'positive': '0.08333333333333333', 'negative': '0.0'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'black', 'positive': '0.017857142857142856', 'negative': '0.26785714285714285'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'white', 'positive': '0.21428571428571427', 'negative': '0.05357142857142857'}]",-0.001861561875213626,negative
259,@Gooner_Eurychus @Arsenal na his wife does,Eurychus na his wife does,"['Eurychus', 'na', 'his', 'wife', 'does']","[{'word': 'Eurychus', 'positive': '0', 'negative': '0'}, {'word': 'na', 'positive': '0', 'negative': '0'}, {'word': 'his', 'positive': '0', 'negative': '0'}, {'word': 'wife', 'positive': '0', 'negative': '0'}, {'word': 'does', 'positive': '0', 'negative': '0'}]",0.0,neutral
260,@Arsenal @NHSuk @WhitHealth Classenal ⚪🔴,Classenal ,['Classenal'],"[{'word': 'Classenal', 'positive': '0', 'negative': '0'}]",0.0,neutral
261,Collection Of 20  Home Programmes 1961-62  https://t.co/IneaDJvVXK https://t.co/H52hxwuEuI,Collection Of Home Programmes,"['Collection', 'Of', 'Home', 'Programmes']","[{'word': 'Collection', 'positive': '0', 'negative': '0'}, {'word': 'Of', 'positive': '0', 'negative': '0'}, {'word': 'Home', 'positive': '0', 'negative': '0'}, {'word': 'Programmes', 'positive': '0', 'negative': '0'}]",0.0,neutral
262,Unlucky Lacazette. His career only went downhill after this. https://t.co/y3hGKek7jI,Unlucky Lacazette His career only went downhill after this,"['Unlucky', 'Lacazette', 'His', 'career', 'only', 'went', 'downhill', 'after', 'this']","[{'word': 'Unlucky', 'positive': '0', 'negative': '0'}, {'word': 'Lacazette', 'positive': '0', 'negative': '0'}, {'word': 'His', 'positive': '0', 'negative': '0'}, {'word': 'career', 'positive': '0.0', 'negative': '0.0'}, {'word': 'only', 'positive': '0.03125', 'negative': '0.09375'}, {'word': 'went', 'positive': '0', 'negative': '0'}, {'word': 'downhill', 'positive': '0.0', 'negative': '0.03125'}, {'word': 'after', 'positive': '0.0', 'negative': '0.0'}, {'word': 'this', 'positive': '0', 'negative': '0'}]",-0.010416666666666666,negative
263,@Titan_Blacklist @GurjitAFC U are a complete 🤡 sorry Some arsenal fans and dere opinions are funny..who is holding 😃😄😅,Blacklist U are a complete 🤡 sorry Some arsenal fans and dere opinions are funny who is holding ,"['Blacklist', 'U', 'are', 'a', 'complete', '🤡', 'sorry', 'Some', 'arsenal', 'fans', 'and', 'dere', 'opinions', 'are', 'funny', 'who', 'is', 'holding']","[{'word': 'Blacklist', 'positive': '0', 'negative': '0'}, {'word': 'U', 'positive': '0', 'negative': '0'}, {'word': 'are', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'complete', 'positive': '0.0625', 'negative': '0.0'}, {'word': '🤡', 'positive': '0', 'negative': '0'}, {'word': 'sorry', 'positive': '0', 'negative': '0'}, {'word': 'Some', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'fans', 'positive': '0', 'negative': '0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'dere', 'positive': '0', 'negative': '0'}, {'word': 'opinions', 'positive': '0', 'negative': '0'}, {'word': 'are', 'positive': '0', 'negative': '0'}, {'word': 'funny', 'positive': '0.0', 'negative': '0.5'}, {'word': 'who', 'positive': '0', 'negative': '0'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'holding', 'positive': '0', 'negative': '0'}]",-0.026373316382417546,negative
264,@tosh_sports @iambolar @K1Says @deejayfaremi @Max1023FM I know u dey beef us bcos na only arsenal get such unique title in England,sports I know u dey beef us cos na only arsenal get such unique title in England,"['sports', 'I', 'know', 'u', 'dey', 'beef', 'us', 'cos', 'na', 'only', 'arsenal', 'get', 'such', 'unique', 'title', 'in', 'England']","[{'word': 'sports', 'positive': '0', 'negative': '0'}, {'word': 'I', 'positive': '0', 'negative': '0'}, {'word': 'know', 'positive': '0.21875', 'negative': '0.03125'}, {'word': 'u', 'positive': '0.0', 'negative': '0.0'}, {'word': 'dey', 'positive': '0', 'negative': '0'}, {'word': 'beef', 'positive': '0', 'negative': '0'}, {'word': 'us', 'positive': '0', 'negative': '0'}, {'word': 'cos', 'positive': '0', 'negative': '0'}, {'word': 'na', 'positive': '0', 'negative': '0'}, {'word': 'only', 'positive': '0.03125', 'negative': '0.09375'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'get', 'positive': '0.0625', 'negative': '0.03125'}, {'word': 'such', 'positive': '0.0', 'negative': '0.0625'}, {'word': 'unique', 'positive': '0.25', 'negative': '0.0'}, {'word': 'title', 'positive': '0.0', 'negative': '0.0'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'England', 'positive': '0', 'negative': '0'}]",0.02022058823529412,positive
265,@Arsenal Congratulations Nico,Congratulations Nice,"['Congratulations', 'Nice']","[{'word': 'Congratulations', 'positive': '0', 'negative': '0'}, {'word': 'Nice', 'positive': '0', 'negative': '0'}]",0.0,neutral
266,@EBJunkies I never watched golf or NASCAR much before but now watch both religiously. And Premiere League (Arsenal),I never watched golf or NASCAR much before but now watch both religiously And Premiere League Arsenal,"['I', 'never', 'watched', 'golf', 'or', 'NASCAR', 'much', 'before', 'but', 'now', 'watch', 'both', 'religiously', 'And', 'Premiere', 'League', 'Arsenal']","[{'word': 'I', 'positive': '0', 'negative': '0'}, {'word': 'never', 'positive': '0.125', 'negative': '0.25'}, {'word': 'watched', 'positive': '0', 'negative': '0'}, {'word': 'golf', 'positive': '0.0', 'negative': '0.0'}, {'word': 'or', 'positive': '0', 'negative': '0'}, {'word': 'NASCAR', 'positive': '0', 'negative': '0'}, {'word': 'much', 'positive': '0.09375', 'negative': '0.03125'}, {'word': 'before', 'positive': '0', 'negative': '0'}, {'word': 'but', 'positive': '0', 'negative': '0'}, {'word': 'now', 'positive': '0.0', 'negative': '0.0'}, {'word': 'watch', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'both', 'positive': '0.0', 'negative': '0.0'}, {'word': 'religiously', 'positive': '0', 'negative': '0'}, {'word': 'And', 'positive': '0', 'negative': '0'}, {'word': 'Premiere', 'positive': '0', 'negative': '0'}, {'word': 'League', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}]",-0.001838235294117647,negative
267,@Arsenal One achievement since joining Arsenal,One achievement since joining Arsenal,"['One', 'achievement', 'since', 'joining', 'Arsenal']","[{'word': 'One', 'positive': '0', 'negative': '0'}, {'word': 'achievement', 'positive': '0', 'negative': '0'}, {'word': 'since', 'positive': '0', 'negative': '0'}, {'word': 'joining', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}]",0.0,neutral
268,Thought his first child was vvd https://t.co/E00Twaf7AJ,Thought his first child was vv,"['Thought', 'his', 'first', 'child', 'was', 'vv']","[{'word': 'Thought', 'positive': '0', 'negative': '0'}, {'word': 'his', 'positive': '0', 'negative': '0'}, {'word': 'first', 'positive': '0.0', 'negative': '0.0'}, {'word': 'child', 'positive': '0.0', 'negative': '0.0'}, {'word': 'was', 'positive': '0', 'negative': '0'}, {'word': 'vv', 'positive': '0', 'negative': '0'}]",0.0,neutral
269,@TovarishZac @JerrishJebaraj watch out for newcastle and arsenal tho,watch out for newcastle and arsenal tho,"['watch', 'out', 'for', 'newcastle', 'and', 'arsenal', 'tho']","[{'word': 'watch', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'out', 'positive': '0.0', 'negative': '0.19318181818181818'}, {'word': 'for', 'positive': '0', 'negative': '0'}, {'word': 'newcastle', 'positive': '0', 'negative': '0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'tho', 'positive': '0.0', 'negative': '0.0'}]",-0.023133116883116884,negative
270,Arsenal for life https://t.co/lzFeRNh1hz,Arsenal for life,"['Arsenal', 'for', 'life']","[{'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'for', 'positive': '0', 'negative': '0'}, {'word': 'life', 'positive': '0.0', 'negative': '0.0'}]",0.0,neutral
271,"@Greg_1993 @lashundra85 @OnePatriot7 @VH1_Miller Just know, my husband (Ex military) and I are not part of any grou… https://t.co/3JuLuYfuPW",Miller Just know my husband Ex military and I are not part of any group…,"['Miller', 'Just', 'know', 'my', 'husband', 'Ex', 'military', 'and', 'I', 'are', 'not', 'part', 'of', 'any', 'group…']","[{'word': 'Miller', 'positive': '0', 'negative': '0'}, {'word': 'Just', 'positive': '0', 'negative': '0'}, {'word': 'know', 'positive': '0.21875', 'negative': '0.03125'}, {'word': 'my', 'positive': '0', 'negative': '0'}, {'word': 'husband', 'positive': '0', 'negative': '0'}, {'word': 'Ex', 'positive': '0', 'negative': '0'}, {'word': 'military', 'positive': '0.0', 'negative': '0.0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'I', 'positive': '0', 'negative': '0'}, {'word': 'are', 'positive': '0', 'negative': '0'}, {'word': 'not', 'positive': '0', 'negative': '0'}, {'word': 'part', 'positive': '0.0', 'negative': '0.0'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'any', 'positive': '0.0', 'negative': '0.0'}, {'word': 'group…', 'positive': '0', 'negative': '0'}]",0.0125,positive
272,😂😂😂😂 @Arsenal  this could be the guy your looking for https://t.co/CCdiPoGoLF, this could be the guy your looking for,"['this', 'could', 'be', 'the', 'guy', 'your', 'looking', 'for']","[{'word': 'this', 'positive': '0', 'negative': '0'}, {'word': 'could', 'positive': '0', 'negative': '0'}, {'word': 'be', 'positive': '0.041666666666666664', 'negative': '0.020833333333333332'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'guy', 'positive': '0.0', 'negative': '0.0'}, {'word': 'your', 'positive': '0', 'negative': '0'}, {'word': 'looking', 'positive': '0', 'negative': '0'}, {'word': 'for', 'positive': '0', 'negative': '0'}]",0.0026041666666666665,positive
273,"@FUT20News Got 2 Spurs, 2 Arsenal and one linked with arsenal what are the odds https://t.co/nmUFgoY2rh",Not Spurs Arsenal and one linked with arsenal what are the odds,"['Not', 'Spurs', 'Arsenal', 'and', 'one', 'linked', 'with', 'arsenal', 'what', 'are', 'the', 'odds']","[{'word': 'Not', 'positive': '0', 'negative': '0'}, {'word': 'Spurs', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'one', 'positive': '0.225', 'negative': '0.125'}, {'word': 'linked', 'positive': '0', 'negative': '0'}, {'word': 'with', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'what', 'positive': '0', 'negative': '0'}, {'word': 'are', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'odds', 'positive': '0.375', 'negative': '0.375'}]",0.008333333333333331,positive
274,@ArsenalWFC @Arsenal @VivianneMiedema @BarclaysFAWSL We've got this .,We ve got this,"['We', 've', 'got', 'this']","[{'word': 'We', 'positive': '0', 'negative': '0'}, {'word': 've', 'positive': '0', 'negative': '0'}, {'word': 'got', 'positive': '0', 'negative': '0'}, {'word': 'this', 'positive': '0', 'negative': '0'}]",0.0,neutral
275,Please vote guys! #Arsenal #COYG https://t.co/MWYMbNJ3FK,Please vote guys,"['Please', 'vote', 'guys']","[{'word': 'Please', 'positive': '0', 'negative': '0'}, {'word': 'vote', 'positive': '0.017857142857142856', 'negative': '0.0'}, {'word': 'guys', 'positive': '0', 'negative': '0'}]",0.005952380952380952,positive
276,@Arsenal Congratulations,Congratulations,['Congratulations'],"[{'word': 'Congratulations', 'positive': '0', 'negative': '0'}]",0.0,neutral
277,@Arsenal Congratulations,Congratulations,['Congratulations'],"[{'word': 'Congratulations', 'positive': '0', 'negative': '0'}]",0.0,neutral
278,"@ripsIime allow it bro he’s a fashun guy, u think I’d go out of my way to watch arsenal lol",allow it bro he’s a fashun guy u think I’d go out of my way to watch arsenal low,"['allow', 'it', 'bro', 'he’s', 'a', 'fashun', 'guy', 'u', 'think', 'I’d', 'go', 'out', 'of', 'my', 'way', 'to', 'watch', 'arsenal', 'low']","[{'word': 'allow', 'positive': '0.0', 'negative': '0.0'}, {'word': 'it', 'positive': '0', 'negative': '0'}, {'word': 'bro', 'positive': '0', 'negative': '0'}, {'word': 'he’s', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'fashun', 'positive': '0', 'negative': '0'}, {'word': 'guy', 'positive': '0.0', 'negative': '0.0'}, {'word': 'u', 'positive': '0.0', 'negative': '0.0'}, {'word': 'think', 'positive': '0.19444444444444445', 'negative': '0.013888888888888888'}, {'word': 'I’d', 'positive': '0', 'negative': '0'}, {'word': 'go', 'positive': '0.041666666666666664', 'negative': '0.0'}, {'word': 'out', 'positive': '0.0', 'negative': '0.19318181818181818'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'my', 'positive': '0', 'negative': '0'}, {'word': 'way', 'positive': '0.017857142857142856', 'negative': '0.0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'watch', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'low', 'positive': '0.0', 'negative': '0.1'}]",-0.0031090604203141544,negative
279,@JohnnyP11492246 @Arsenal What's this? https://t.co/5bNOviQoKM,What s this,"['What', 's', 'this']","[{'word': 'What', 'positive': '0', 'negative': '0'}, {'word': 's', 'positive': '0.0', 'negative': '0.0'}, {'word': 'this', 'positive': '0', 'negative': '0'}]",0.0,neutral
280,"@goal He’s an Arsenal fan, he’s coming to the Emirates",He’s an Arsenal fan he’s coming to the Emirates,"['He’s', 'an', 'Arsenal', 'fan', 'he’s', 'coming', 'to', 'the', 'Emirates']","[{'word': 'He’s', 'positive': '0', 'negative': '0'}, {'word': 'an', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'fan', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'he’s', 'positive': '0', 'negative': '0'}, {'word': 'coming', 'positive': '0', 'negative': '0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'Emirates', 'positive': '0', 'negative': '0'}]",0.003472222222222222,positive
281,@Arsenal announce Pepe jr https://t.co/ROJQLnl9Ah,announce Pipe jr,"['announce', 'Pipe', 'jr']","[{'word': 'announce', 'positive': '0.0', 'negative': '0.0'}, {'word': 'Pipe', 'positive': '0', 'negative': '0'}, {'word': 'jr', 'positive': '0', 'negative': '0'}]",0.0,neutral
282,"@JKnighty_ @st90nicola Would love him at Arsenal , bossing the space in front of the back four .",Would love him at Arsenal bossing the space in front of the back four,"['Would', 'love', 'him', 'at', 'Arsenal', 'bossing', 'the', 'space', 'in', 'front', 'of', 'the', 'back', 'four']","[{'word': 'Would', 'positive': '0', 'negative': '0'}, {'word': 'love', 'positive': '0.4375', 'negative': '0.0'}, {'word': 'him', 'positive': '0', 'negative': '0'}, {'word': 'at', 'positive': '0.0', 'negative': '0.0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'bossing', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'space', 'positive': '0.03125', 'negative': '0.0'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'front', 'positive': '0.0', 'negative': '0.0'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'back', 'positive': '0.0', 'negative': '0.008333333333333333'}, {'word': 'four', 'positive': '0', 'negative': '0'}]",0.03288690476190476,positive
283,@Thomaspartey22 @EMYAfrica Welcome to The Arsenal!,Welcome to The Arsenal,"['Welcome', 'to', 'The', 'Arsenal']","[{'word': 'Welcome', 'positive': '0', 'negative': '0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'The', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}]",0.0,neutral
284,"📰 |Juventus to test Arsenal resolve with Ozil bid 
 https://t.co/GF7ww28toW", Juventas to test Arsenal resolve with Oil bid,"['Juventas', 'to', 'test', 'Arsenal', 'resolve', 'with', 'Oil', 'bid']","[{'word': 'Juventas', 'positive': '0', 'negative': '0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'test', 'positive': '0.0', 'negative': '0.025'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'resolve', 'positive': '0.0', 'negative': '0.0'}, {'word': 'with', 'positive': '0', 'negative': '0'}, {'word': 'Oil', 'positive': '0', 'negative': '0'}, {'word': 'bid', 'positive': '0.0', 'negative': '0.0'}]",-0.003125,negative
