,Unnamed: 0,user,location,tweet,favorite,cleaned_tweets
331,331,AyodiJnr,"Vienna, Austria",Well at least he performs off the pitch https://t.co/5PDTscGuZV,1,Well at least he performs off the pitch
332,332,IfYouSa55214622,,"@horseshoeantics @1971Smith @TFrenchican @matthewargent_ @Arsenal I wonder who knows more about football, you plays… https://t.co/oSKXhD7Q2W",0,I wonder who knows more about football you plays…
333,333,JCarson621,Lying face down in the circle,@DaveOufc @bookiemonster81 When was the last time you made Europe? Rangers are currently further in Europa league t… https://t.co/2HG2GzPabi,0,When was the last time you made Europe Rangers are currently further in Europa league t…
334,334,not28LS,North West London ,"@JiffyWithStiffy 1 less, lets just agree that arsenal isnt shit 🤝",1,less lets just agree that arsenal isnt shit 🤝
335,335,missarsenal1976,,@Arsenal Congratulations,0,Congratulations
336,336,_MikelMagic,,"Spot on Frank, I loathe the parasites. Our club taking the unprecedented step of threatening them with a lawsuit un… https://t.co/2geYNTCXFC",0,Spot on Frank I loathe the parasites Our club taking the unprecedented step of threatening them with a lawsuit un…
337,337,StephenBarry20,Drogheda,@OscarMarrio They both started at Arsenal 🤔😉,0,They both started at Arsenal 🤔
338,338,obsessed____,monkey island,WHO WANTS TO PLAY ARSENAL,1,WHO WANT To PLA ARSENAL
339,339,justfootball072,,"@TroopzAFC If this lad had a better team around him, the goals wouldn't stop flowing. Next season will be different… https://t.co/uflAIkyU9E",0,If this lad had a better team around him the goals wouldn t stop flowing Next season will be different…
340,340,SalahFanV1,,"@NatinelIi And he's still better than nearly every Arsenal player, mad.",1,And he s still better than nearly every Arsenal player mad
341,341,NazH92,,@AminNumeroUno Can’t wait for arsenal to give us one 😍 Hope the Ox starts,0,Can’t wait for arsenal to give us one  Hope the Ox starts
342,342,goe_ii,,"@Arsenal Congratulation for not only being senior player, but also a father welcome pepe jr",0,Congratulation for not only being senior player but also a father welcome pipe jr
343,343,MrHaq15,"London, England","People that actually watch Lacazette and Arsenal will realise how true this thread is. 

Lacazette sacrifices himse… https://t.co/zhm7qE6bnD",2,People that actually watch Lacazette and Arsenal will realise how true this thread is Lacazette sacrifices hirse…
344,344,engancheUK,,@mccarthyut8 @ArranAFCSTL @blocksixgooner Don’t buy that tbh. Yes they have fame but at the end of the day they liv… https://t.co/9yykgBiCC7,0,Don’t buy that th Yes they have fame but at the end of the day they live…
345,345,CraigyEstlea,Suffolk,@LukeAFC86 Just another boring Arsenal fan hating hype about another club.,0,Just another boring Arsenal fan hating hype about another club
346,346,abbaavil,Nirvana,@Arsenal Congratulations Nico🙌🏽,0,Congratulations Nice
347,347,afchighbury2,Invincibles,@Arsenal Get in❤️,0,Get in
348,348,GunnersFut,,Anyone on the timeline have any arsenal paintings/wall decor to recommend? Trying to find some unique stuff for one of my walls.,0,Anyone on the timeline have any arsenal paintings wall decor to recommend Trying to find some unique stuff for one of my walls
349,349,SamInnoW1,"Pretoria, South Africa","@pinklipguy 😂😂Never mind that, will Arsenal qualify for Champions League??",0,Never mind that will Arsenal qualify for Champions League
350,350,UtdDxn,"X, Ski, Denzel, Bada$$, Travis",@Mr_AOC_ @JockebergA @Izzyutd @utdreport @Sport_Witness @ASFCofficial @Arsenal Feel very free to!,0,OC Witness Feel very free to
351,351,MwebeKelvin,"Dar es Salaam, Tanzania",@Arsenal Finally..A little Gunner,0,Finally A little Gunner
352,352,DeanBrett62,Tranent,@Jamesy34766993 @InfidelNumber19 @BrianMilne80 A know mate but that season finished 2nd! Talking about in a season… https://t.co/XCve3pKxTU,0,A know mate but that season finished nd Talking about in a season…
353,353,AdjustRankings0,,"I've lowered all flags, the day the club died..

55M for nothing more than the 12M ST we were about to sell https://t.co/nNHqCVureS",1,I ve lowered all flags the day the club died M for nothing more than the M So we were about to sell
354,354,Andiironda,"Atlanta, GA","@Lucy_Grace98 @stoleneyelids Ummmmm I literally have no inkling except to be basic and say Man United, Arsenal, Liverpool, or something",1,Grace Ummmmm I literally have no inkling except to be basic and say Man United Arsenal Liverpool or something
355,355,theimmortalSAF,,@Naz_afc @thfcrueben @bakarbruh Any arsenal midfielders better than Lo Celso ?,1,arc Any arsenal midfielders better than Lo Cels
356,356,Maheel_Arsenal,"Lagos,Nigeria","@Drwhales_ This Inter that I thought would really compete with Juve for the scudetto, they can disappoint sha...rubbish team😏😏",0,This Enter that I thought would really compete with June for the scudetto they can disappoint sha rubbish team
357,357,Sikel68,,@cliffyboy1512 @ocukgilly @DirtyLeedsLeo Don’t you remember the Arsenal game Stu? He was brilliant then too. Injury… https://t.co/3HEKSEUqB6,1,Don’t you remember the Arsenal game St He was brilliant then too Injury…
358,358,djkennranch,,"@EduardoHagn What we think we need or don't need is irrelevant. As we can see, @m8arteta and @Arsenal clearly have… https://t.co/ZT0hTrQfaJ",0,What we think we need or don t need is irrelevant As we can see and clearly have…
359,359,GargantuanClub,UK,@griezmannility_ @UtdExcellence @FTalentScout How is Arsenal a bad place for a player like him? Great new young man… https://t.co/7ILObxZicZ,1,How is Arsenal a bad place for a player like him Great new young man…
360,360,EJ_Sufc,"England, United Kingdom",@AfcHenry___ @EmiratesFACup @ManUtd @SheffieldUnited @Arsenal Ur arsenal like u need more money lmao,0,Ur arsenal like u need more money omao
361,361,CFCJamier,,@afcxmatt @Arsenal what if its a girl😅,0,what if its a girl
362,362,Mrhumble_e,Nigeria,@Arsenal Congratulations Nico,0,Congratulations Nice
363,363,berk_ozdemir,"Ankara, Türkiye","@urcum62 “Regression analysis is the hydrogen bomb of the statistics arsenal.”
Charles Wheelan, “Naked Statistics:… https://t.co/yrdFdAsjTw",0,“Regression analysis is the hydrogen bomb of the statistics arsenal ” Charles Wheelman “Naked Statistics …
364,364,Aliel42324292,Pee pee poo poo,@ezinneogwumah @diaaroi Right? Like what other diabolical plans does sis have in her arsenal? I’m curious atp😂,0,Right Like what other diabolical plans does sis have in her arsenal I’m curious atp
365,365,danniefav,Your Heart❤️,@07reddevilz @UtdDastpa Arsenal did it a season n went to the next season til manutd stopped them,0,Arsenal did it a season n went to the next season til manutd stopped them
366,366,Arsenal_212,UK,@GavinG1805 @DailyStatCards Close   Molde should have scored at the end but the hit straight at the goalie,1,Close Mode should have scored at the end but the hit straight at the goalie
367,367,david18704480,,@SteveWa92027601 @SouthamptonFC Your chins bigger than arsenal mate,0,Your chins bigger than arsenal mate
368,368,jamesafc9,,@afc_isaac @ZRAFC @AlexisBernard10 @Arsenal We don’t really need him though,0,isaac We don’t really need him though
369,369,king_hac,Somewhere playing football,"Pepe: *Starts*
Me: https://t.co/JqHjv6xXuk",0,Pipe Stars Me
370,370,NgoakoSefoko,PLK/JHB,Grealish can really fit well in that Arsenal team 🤞🏽,0,Greatish can really fit well in that Arsenal team 🤞
371,371,sgb1313,"Scotland, United Kingdom",@Arsenal Congratulations,0,Congratulations
372,372,ya_yagunners,,For me Lucas torriera is very underrated #arsenal https://t.co/EKA6NxWqTp,0,For me Yucas torriera is very underrated
373,373,Rare_Gamer,London 🇬🇧 & Ontario 🇨🇦,"If you're interested in some Perfect Dark merch, you can buy 1 tee and get 50% off on the second by entering the co… https://t.co/pP9aH9fbwQ",2,If you re interested in some Perfect Dark merch you can buy tee and get off on the second by entering the co…
374,374,Isaacacti,,@arseblog Partey to Arsenal! Here we go!,0,Party to Arsenal Here we go
375,375,uzomanov,"Lagos, Nigeria",@Arsenal Congratulations Pepe.,0,Congratulations Pipe
376,376,macaulay1999,,@Arsenal @premierleague @BukayoSaka87 The way arsenal fans bang on u think he’d have scored 10 by now,0,The way arsenal fans bang on u think he’d have scored by now
377,377,Samiul54780834,"Oldham, England",@Arsenal GIVE HIM A 20YR DEAL,0,GIVE IM A R DEA
378,378,GallardoIzMe,earth,@goal the whole of arsenal to manchester united,0,the whole of arsenal to manchester united
379,379,mlmflow,"Lagos , Nigeria ( FT ) ",@shegs__ Lol arsenal is his last bus stop,0,Low arsenal is his last bus stop
380,380,tuusmanj,Greenwich,@Arsenal @LacazetteAlex That was a great goal lacapoom.,0,That was a great goal lacapoom
381,381,Adrian20MUFC,Canada,"@piersmorgan Oh, well you should change the team you're singing for right now, that being arsenal! 😁",0,Oh well you should change the team you re singing for right now that being arsenal 
382,382,KHANtheGUNNER,,@WorldwideAFC Europa is yes but there is a chance that Arsenal would finish 5th. If Arsenal finish 5th and get Cl t… https://t.co/0st64idSOi,0,Europa is yes but there is a chance that Arsenal would finish th If Arsenal finish th and get Cl t…
383,383,OsamaNa66455317,"دبي, الامارات العربية المتحدة","@Thomaspartey22 @EMYAfrica We are your proponent, so come to Arsenal ❤️",0,We are your proponent so come to Arsenal 
384,384,nankpete,"Kampala, Uganda","@LGAmbrose He was a good player at Arsenal better than the wingers we have if fully fit , prolly pepe can take him… https://t.co/A5qGAoUorW",0,He was a good player at Arsenal better than the wingers we have if fully fit polly pipe can take him…
385,385,Fikameni_TallG,,@seppal999 Lingard is going to Arsenal,2,Lingard is going to Arsenal
386,386,james79rigby,Ireland,Liverpool have more wins in the PL than Arsenal and Utd combined apparently we were lucky to win the league,37,Liverpool have more wins in the Pp than Arsenal and Ut combined apparently we were lucky to win the league
387,387,kvolapor,University of Ibadan ,@goal Grealish to Arsenal,0,Greatish to Arsenal
388,388,AfcHenry___,,"@EJ_Sufc @EmiratesFACup @ManUtd @SheffieldUnited @Arsenal No worries, always happy to help another team out x
And i… https://t.co/UrM69KohN5",0,Sufi No worries always happy to help another team out x And i…
389,389,rickyrikenda,,Give him a contact https://t.co/e2TTKPt3Ka,0,Give him a contact
390,390,DzackNodkcaz,"Nairobi, Kenya",@YahGunner254 Only when Arsenal are bleeding its too much it stains Blue,0,Only when Arsenal are bleeding its too much it stains Blue
391,391,WisdomSambo4,,"@Arsenal That's good news for the coming of the baby, Congratulations",0,That s good news for the coming of the baby Congratulations
392,392,meforni,"Calabar, Nigeria",All cus a certain Nigerian DJ left the club. https://t.co/RsL98EzKdM,8,All us a certain Nigerian Do left the club
393,393,LFCAlexios,,@JakeMcLellan7 @avfc40james Yes you had it last time when you defeated us 😂 everyone started changing their avi to… https://t.co/rqaZV47XaV,0,Yes you had it last time when you defeated us  everyone started changing their ami to…
394,394,Pulisicszn4,,"Just for any special need arsenal fans, Mane is miles clear of Aubameyang and that comparison is v disrespectful to mane.",5,Just for any special need arsenal fans Lane is miles clear of Aubameyang and that comparison is v disrespectful to mane
395,395,Damladd,Wherever you want me to be,@AFTVMedia How many percent of those are back passes and side passes? Arsenal and all these deceiving stats!!!,1,How many percent of those are back passes and side passes Arsenal and all these deceiving stats
396,396,arseblog,Dublin,"Thomas Partey says he wants his transfer to Arsenal to be completed ASAP, and to prove it, he will eat 6 trifles, p… https://t.co/5UN7YRFMDq",494,Thomas Party says he wants his transfer to Arsenal to be completed SAP and to prove it he will eat trifles p…
397,397,marcowilmots,,"@gooner_smart need to hear Jim wanker Beglin commentate on Arsenal its unreal. Yes players do go down easily, but m… https://t.co/CH1DEoAdDZ",0,smart need to hear Jim wanker Begin commentate on Arsenal its unreal Yes players do go down easily but m…
398,398,Tic232,,@Arsenal Hey guys i have few followers so please follow me and i will follow bag   GREAT FUN OF ARSENAL since i was 3years,0,Hey guys i have few followers so please follow me and i will follow bag GREAT UN Of ARSENAL since i was years
399,399,AFCRadicalReiss,,@PepenelliV2 @Arsenal Is it a boy?,0,Is it a boy
400,400,Hon_oluwatosin,"Lagos, Nigeria",@Arsenal Congratulations pẹpẹ,0,Congratulations pẹpẹ
401,401,lifeofarsenal,,"@Thomaspartey22 @EMYAfrica Welcome to Arsenal, we’re so happy to have you and we’ll love you forever. Can’t wait to… https://t.co/6aK5Gyo4mY",1,Welcome to Arsenal we’re so happy to have you and we’ll love you forever Can’t wait to…
402,402,KUULJO4,Lagos,@FinaNapoleon @Emiearth @FATGofficial @SheriffQuadry @Foskolo Arsenal 2-1 Leicester,0,Arsenal Leicester
403,403,DenReus11,"Hamburg, / Dresden Germany","Just a reminder for Arsenal’s next opponent👀, so start to tremble... https://t.co/DtUAreLyUm",1,Just a reminder for Arsenal’s next opponent so start to tremble
404,404,reissesque,,@PaddyArsenal le10 was the best source on arsenal last summer but this window they are chatting shit,0,le was the best source on arsenal last summer but this window they are chatting shit
405,405,MaziEminent,. . . good side of Life,@valentinowpg @eronsjohnson @Valhalla_X0 @philip_george70 @baddoleesa You skipping Arsenal fans to put Chelsea fans in batch B ni,2,X george You skipping Arsenal fans to put Chelsea fans in batch B ni
406,406,6ix9ineView,,"@afcdominic @lfcbaiIey @BraydenFNews @JamesProbets Firmino Walks into Arsenal team, all I'm saying",1,Firming Talks into Arsenal team all I m saying
407,407,UTD_Jason,Top bins,@OzilSZN10 @UtdAidan Where do u see Arsenal next season then?,1,Where do u see Arsenal next season then
408,408,AFC_Sid,Emirates Stadium,@Arsenal @LacazetteAlex Superior quality in that touch,0,Superior quality in that touch
409,409,Mic_626,,@Arsenal Tell me it's a young Pepe who'd replace his daddy in the future 🤗,1,Tell me it s a young Pipe who d replace his daddy in the future 🤗
410,410,MazSips,"Châtres, France",@AFCAbiyu Arsenal must do what????,0,Arsenal must do what
411,411,samkujuobs,Nigeria,@ftbIswanny I actually think he's trying tbf to him. I've always felt since when he came even if people banter arse… https://t.co/iWgixvBQqh,0,I actually think he s trying trf to him I ve always felt since when he came even if people banter arse…
412,412,nelson87592586,"Mukono, Uganda",@Arsenal Congs to him ✌️✌️,0,Songs to him 
413,413,AFCD0N,Islam FC,@ftblChrisTHFC @Arsenal Your player swore on his daughters life that he got a flick on a teammates goal,0,Your player swore on his daughters life that he got a flick on a teammates goal
414,414,Oliviniho,TOWIE Land; Essex,Arteta - Lacazette really needed that goal https://t.co/oDWRuyl3nP,0,Artema Lacazette really needed that goal
415,415,a_cuevas76,"London, England",@_SV05 @Arsenal Ndombele did I hear ?,0,So Ndombele did I hear
416,416,ArtetasArmy1,"London, England","Arsenal under Mikel Arteta this year:
🔴⚪️2nd highest points (25) only behind Liverpool                          ⚽️… https://t.co/xWOTuFwJEa",1,Arsenal under Mike Artema this year nd highest points only behind Liverpool …
417,417,Jacktalbot123,,@Arsenal He isn’t going to shag your calm down,0,He isn’t going to shag your calm down
418,418,imcharan11,,@CMBS_Football Who is getting closer to sign for Arsenal?,0,Football Who is getting closer to sign for Arsenal
419,419,CpPillay,Johannesburg,@orcautd_ Arsenal fans.... they just trying to stay relevant before they fast fade away,0,Arsenal fans they just trying to stay relevant before they fast fade away
420,420,AJ_Sinner,Neverland...,What a player in the ranks! https://t.co/6HugSJkRJi,0,What a player in the ranks
421,421,Lazzanator5,"Edgeworth, Newcastle","Arsenal 2022/23 | Squad Builder, FM20 - https://t.co/zm6mpp1GG1",0,Arsenal Squad Builder Ff
422,422,Akewusolaf1,"Lagos, Nigeria",I think I like Arsenal and I will be supporting them in coming days😁,1,I think I like Arsenal and I will be supporting them in coming days
423,423,EJ_Sufc,"England, United Kingdom","@AfcHenry___ @EmiratesFACup @ManUtd @SheffieldUnited @Arsenal Cheers for the 4 points this season😂🤭🤝
And ur acting… https://t.co/Hrwh3ATNOM",0,Cheers for the points this season🤭🤝 And ur acting…
424,424,Naz_afc,"London, England",@thfcVC @thfcrueben Cedric has 1 goal contribution since joining arsenal. Mid celso has a mighty 0 😭,3,Ceric has goal contribution since joining arsenal Mid cels has a mighty 
425,425,NemanjaWoah,,@freectt can’t see liverpool being as good next season and pep is losing the plot a bit so will be a good season ho… https://t.co/CC1RZg9A82,0,can’t see liverpool being as good next season and pep is losing the plot a bit so will be a good season ho…
426,426,olusegunfola,"Abeokuta, Nigeria",@AbdulQudus234 @Arsenal We move,0,We move
427,427,wilksymcfc,,@Sam_DH_MCFC Think the games against Chelsea and Arsenal both needing results chasing Europe could be interesting,0,Do MCC Think the games against Chelsea and Arsenal both needing results chasing Europe could be interesting
428,428,SANTINO_254,"Nairobi,Kenya","@TomLever1 @AFTVMedia Hopefully they back the manager.....the hope, but as the saying goes.....""Being an Arsenal fs… https://t.co/ye7gDnf4Gg",2,Hopefully they back the manager the hope but as the saying goes Being an Arsenal fs…
429,429,ray1_huncho,,@chijioke_silva @oe_winnie @intrvted I don't like Chelsea but arsenal fans are not supposed to insult them😒,2,silva winnle I don t like Chelsea but arsenal fans are not supposed to insult them
430,430,BTherewasluv,,@demtittiesavg Donald trump and Arsenal Hall when they first started working together...,0,Donald trump and Arsenal Hall when they first started working together
431,431,MrMWB,"England, United Kingdom","We have to beat one of Utd or Arsenal and also pick up at least 6 points from Palace, Everton and West Ham If we’re… https://t.co/yoIXdVSUcG",0,We have to beat one of Ut or Arsenal and also pick up at least points from Palace Evertor and West Ham If we’re…
432,432,dermotbryers,London,"Four more wins reds. Brighton, Burnley, Newcastle and Chelsea. Arsenal can have a point. 102.",0,Four more wins reds Brighton Burley Newcastle and Chelsea Arsenal can have a point
433,433,genadamedia,"New York, NY","Video: Wolves v. Arsenal | PREMIER LEAGUE HIGHLIGHTS | 7/4/2020 | NBC Sports
https://t.co/jl744Gyfyh",0,Video Wolves v Arsenal PREMIER LEAGUE HIGHLIGHTS NBC Ports
434,434,MajorDamo,"London, England",@DaleyAFC @Arsenal This should be the name on his shirt for the next game,0,This should be the name on his shirt for the next game
435,435,Komfortkay,Lagos,@Arsenal Congratulations Pepe,0,Congratulations Pipe
436,436,350k4whatMesut,,Out of these two was the better player in the Premier league era Henry or Ronaldo #arsenal #PremierLeague #ManCity… https://t.co/3EIAiQvigd,0,Out of these two was the better player in the Premier league era Henry or Ronald
437,437,JtTwiz,,@thatguyjme @Mojakx @SkySportsPL Ffs 😂 and he’s scored against Wolves who are above Arsenal and Sheffield who are above Spurs 😂,1,Ff  and he’s scored against Wolves who are above Arsenal and Sheffield who are above Spurs 
438,438,UtdOtfd,dub land,@Arsenal Someone had to deliver when he wasn't tbf,0,Someone had to deliver when he wasn t trf
439,439,douchebagscott,Johannesburg South,Arsenal actually have a bright future. I'm excited,3,Arsenal actually have a bright future I m excited
440,440,kwame_kels,,@spacevice @zigmagh @garyalsmith Arsenal Brand????...they are not even the top football brand in london..Atletico h… https://t.co/vwLtx3HaSF,0,Arsenal Brand they are not even the top football brand in london Atletico h…
441,441,tjfawei,"Port Harcourt, Nigeria",@Daralohi 20 years of supporting ARSENAL. Gunner for life,0,years of supporting ARSENAL Gunner for life
442,442,Murad4744,,@FTalentScout @Arsenal @CharliePatino10 Can you tell me some names the most talented from arsenal,0,Can you tell me some names the most talented from arsenal
443,443,afcevan,Emirates Stadium,@Arsenal SIGN HIM UP SIGN HIM UP SIGN HIM UP,46,SIN IM Up SIN IM Up SIN IM Up
444,444,winksoko,On the move,@Arsenal Bout time he did something productive,1,Out time he did something productive
445,445,ousseydi,,@King_KT3 You support Arsenal. Why are you talking? 😂😂😂,0,T You support Arsenal Why are you talking 
446,446,Hxnz99,"North West, England",@d_granberg @UtdJL @ftblleww @utdreport Rooney was bullying peak Arsenal in the worst Everton side of the past 25 y… https://t.co/kPI4Slg7V5,0,granberg Romney was bullying peak Arsenal in the worst Evertor side of the past y…
447,447,BobtheRed1,England,@Tom_Kingsley Utd aren’t as consistent as us by a million miles. They’ll need to improve by 25 pts. That’s not goin… https://t.co/vaxdFdtjeg,0,Kingsley Ut aren’t as consistent as us by a million miles They’ll need to improve by pts That’s not going…
448,448,SimpleEfficace2,,@thfcgunny @thfcseth @zayftbl I think he’s an Arsenal black ops agent,1,I think he’s an Arsenal black ops agent
449,449,AamirHossain_,,@Arsenal FB 💯 only for ft,0,Ff  only for ft
450,450,No_one_cares42,,"@afc3mily Arsenal

The mugs",1,Arsenal The mugs
451,451,ogbeni_daegee,"London, England",@Maheel_Arsenal LMAOOOOOOOOOOO why na?,1,Arsenal LMAOOOOOOOOOOO why na
452,452,FalsoNueve9,,Shocking. The professionalism in this sport is at its lowest https://t.co/x48SZywkvL,0,Shocking The professionalism in this sport is at its lowest
453,453,QhiksYT,United States,@ftDicy @ftDerpy i found that like 3 months ago &amp; since then i haven’t looked at arsenal the same again,0,i found that like months ago amp since then i haven’t looked at arsenal the same again
454,454,Chris8698_,"South Coast, England","kdb getting more desperate for this assist record 😭😭

he’s still claiming the one vs arsenal couple weeks back 💀💀 i… https://t.co/T0bf8x1PhK",1,kob getting more desperate for this assist record  he’s still claiming the one vs arsenal couple weeks back  i…
455,455,esewanny,,@wilsonl44923247 @Arsenal @Aubameyang7 @premierleague @OficialCedric Good to hear that...,0,Good to hear that
456,456,CFCMaxxx,,@SpursIad You’re lower in the table than arsenal 😂,0,You’re lower in the table than arsenal 
457,457,GeorgeMartrix,,@BanditesYT @BanditesYT can you 1v1 me myusername is AlexZoeCone i would love to lose from a popular arsenal player… https://t.co/KqLH7tWihp,0,can you v me myusername is AlexZoeCone i would love to lose from a popular arsenal player…
458,458,AamirHossain_,,@Arsenal FOLLOW ME PLAYERS I REALLY REALLY NEED YOUR SUPPORT I WILL FOLLOW YOU BACK 💯 TRUST ME @AamirHossain_,1,FOLLOW My PLAYERS I REALLY REALLY NED YOU SUPPORT I WILL FOLLOW YOU ACK  TRUST My
459,459,Bryce39877958,,@SteveWa92027601 @SouthamptonFC U go for Arsenal 😂,0,U go for Arsenal 
460,460,stobrone,"Stoke-on-Trent, UK","@elianwilliams3 @MattHDGamer Probably, City will reinforce big time unless they’re banned from the CL. Chelsea have… https://t.co/S4o2eCvUOW",0,Probably City will reinforce big time unless they’re banned from the C Chelsea have…
461,461,jacobblackdee1,"Port Harcourt, Nigeria","@theolaoflagos_ Barcelona, Arsenal and Man-U. even if they are sharing extra lives there, I will never support them",0,Barcelona Arsenal and Man U even if they are sharing extra lives there I will never support them
462,462,AFCAmira,,@AFCAbiyu @EduardoHagn Arsenal peaked with peng players. We're coming for you Liverpool,0,Arsenal peaked with peng players We re coming for you Liverpool
463,463,anthonyince5,Boscombe Bournemouth ,@GalaxyKitten1 @maplesyrupz @JonathGalin Playing arsenal 🤪🤪,1,Playing arsenal 🤪🤪
464,464,_Mwakisaghu,"Nairobi, Kenya",@Arsenal Pepe assisting in both ends my winger,0,Pipe assisting in both ends my winger
465,465,yusufseteha,The end.,@toxichuskk @Tim78663879 @premierleague @curtisjr_10 @LFC lool literally every season its a 2 horse race. back then… https://t.co/rrbPGyeKws,1,look literally every season its a horse race back then…
466,466,simplywandy,"Lagos,nigeria","The guy dey score every where sha,on and off pitch. Well done on been a grand father Arsenal https://t.co/ZrEJdcrHeZ",2,The guy dey score every where sha on and off pitch Well done on been a grand father Arsenal
467,467,ZaidSafarQ8,Kuwait,"@CFC_3ddie @Goonerstalk1 Literally past 4 tweets have all been about arsenal. I’ll say it again, obsessed",1,die Literally past tweets have all been about arsenal I’ll say it again obsessed
468,468,LiamHanley15,,@FTalentScout @Arsenal @CharliePatino10 The academy is starting to fruit at last!! Some really exciting prospects,1,The academy is starting to fruit at last Some really exciting prospects
469,469,karthic04,,"@EduardoHagn Emi Buendia ....must buy. EPL proven , low wages , young player who can improve further , can play mul… https://t.co/XMBAa6iX2C",0,Semi Buendia must buy PL proven low wages young player who can improve further can play mud…
470,470,Ruthsteph101,Akansas,@Arsenal Congratulations,0,Congratulations
471,471,winksoko,On the move,@Arsenal @LacazetteAlex All for him to be worse than 18 year old Mason Greenwood,0,All for him to be worse than year old Mason Greenwood
472,472,Bofferinq,"Helsinki, Suomi",Can't stream arsenal for 4 days due to account age restriction  at least on my twitch acc (min. 7-10 days or so),1,Can t stream arsenal for days due to account age restriction at least on my twitch acc min days or so
473,473,its_Dangata,"Abuja, Nigeria",@Arsenal I now understand @BukayoSaka87 celebration yesterday,0,I now understand celebration yesterday
474,474,mistermends,"Greater Accra, Ghana",GIVEAWAY: Will be picking a random winner on the day of release of the new Arsenal 20/21 shirt. Retweet and follow… https://t.co/k0cYkbhAo0,0,GIVEAWAY Will be picking a random winner on the day of release of the new Arsenal shirt Retweet and follow…
475,475,6ix9ineView,,@afcdominic @lfcbaiIey @BraydenFNews @JamesProbets Arsenal season highlights 2019/2020 https://t.co/aO4pXnw4gB,2,Arsenal season highlights
476,476,fidelis_iv,,@Chukky_0 I don’t want Arsenal to do it abeg,0,I don’t want Arsenal to do it beg
477,477,Drsurajkaranje,no where to be found,@MikeLUHGv7 Lol Jose's team is behind Arsenal and Liverpool hth,0,Low Jose s team is behind Arsenal and Liverpool th
478,478,Chrsmo,Norge,"@myworditslongy @AVFCTransTweet He is fairly slow and not great in the air, but he has shown, both here and in Belg… https://t.co/SLivND9JXQ",0,He is fairly slow and not great in the air but he has shown both here and in Beg…
479,479,AfcWilddog,,@FTalentScout @Arsenal @CharliePatino10 Do you think he can make it to the Arsenal squad?,0,Do you think he can make it to the Arsenal squad
480,480,oe_winnie,,"@chijioke_silva @intrvted Shut up please 😒
I don't understand how an arsenal fan will tweet this",2,silva Hut up please  I don t understand how an arsenal fan will tweet this
481,481,iceymusto,"Accra,Ghana,West Africa,Africa",@jgisnotabagsman @Captaindu77 @TylerAFC97 @ftblChrisTHFC @Arsenal Never,1,Never
482,482,ArsenalFC_fl,"London, England",Dealing with Adama Traore was never going to be easy but Arsenal got the job done https://t.co/kZ633juXpL,25,Healing with Adams Traore was never going to be easy but Arsenal got the job done
483,483,wilsonl44923247,"Los Angeles, CA","@Arsenal Arsenal board should not try selling lacazette. Guendozi,mustafi and ozil are there. If Aubameyang need to… https://t.co/y9s1DNMVp6",1,Arsenal board should not try selling lacazette Guendozi mustafi and oil are there If Aubameyang need to…
484,484,olamidi8,,"@Bet9jaOfficial Man City 
Man u
ARSENAL
Chelsea",0,Man City Man u ARSENAL Chelsea
485,485,jonas_afc,,"@AFC_Tobi Agree, if villa would except 30 m then Arsenal should pick him up.🙌",0,Toi Agree if villa would except m then Arsenal should pick him up 
486,486,Jo360Degrees,Nigeria,@pamelamodella @footballitalia Arsenal are losers. Why should he go and waste his time there?,0,Arsenal are losers Why should he go and waste his time there
487,487,LukeAFC86,Haverhill,@CraigyEstlea Or what I should say is the difference in how the media portray United compared to Arsenal this year 🤷🏻‍♂️,0,Or what I should say is the difference in how the media portray United compared to Arsenal this year 🤷‍
488,488,ftbl__szn,,@Mojakx @thatguyjme @SkySportsPL You're counting Arsenal as a big game 😂,0,You re counting Arsenal as a big game 
489,489,OdegaardEsque,,@FTalentScout @Arsenal @CharliePatino10 Should be 10/10 in your ranking,1,Should be in your ranking
490,490,tuusmanj,Greenwich,@Arsenal He is always been a top playercfor beloved arsenal fc.,0,He is always been a top playercfor beloved arsenal fc
491,491,frxmmithian,,Liverpool would still be above Arsenal even if all the points Liverpool won away from home were removed,0,Liverpool would still be above Arsenal even if all the points Liverpool won away from home were removed
492,492,PeterHoss,,"I did this decode before game started, late upload. Arsenal won the +.05 goal line bet. https://t.co/BFuvQbQe9J",0,I did this decode before game started late upload Arsenal won the goal line bet
493,493,speaks10,Nigeria,@Arsenal @premierleague @BukayoSaka87 What a goal💪💪💪,0,What a goal
494,494,HayZe032,somewhere sha,@iam_clive @EbukaMeansGreat @Arsenal You see? I didn't even have to say which... you figured it out,0,clive You see I didn t even have to say which you figured it out
495,495,thelarrygold_,"Dubai, United Arab Emirates","@Sugamite2 @cooljaj @Phemmylegacy @KemiOlunloyo @Facebook U dey mind dem, like say their generation get half of wet… https://t.co/FNWSH8Ln6m",1,U dey mind dem like say their generation get half of wet…
496,496,thatguyjme,,@JtTwiz @Mojakx @SkySportsPL But involves arsenal and Tottenham who are mid table at best,3,But involves arsenal and Tottenham who are mid table at best
497,497,roolaing,Scotland,@acjimbo @Zonal_Marking @danielstorey85 @MattDaviesAdams @TheTotallyShow Arsenal seem to actually be... Good. Less… https://t.co/biL3clxKLq,0,Marking Arsenal seem to actually be Good Less…
498,498,DionMyers15,"Harare, Zimbabwe",@UmaliCameron @anesumlambo99 you just *hate* Arsenal 💀,0,you just hate Arsenal 
